,ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
1570,JOHNSLY01,Lynbert,Johnson,F,1979,1979,6.0,5.5,195.0,Wichita State,1957-09-07 00:00:00
1571,JOHNSMA01,Magic,Johnson,G,1979,1995,6.0,8.0,215.0,Michigan State,1959-08-14 00:00:00
1572,JOHNSMA02,Marques,Johnson,F,1977,1989,6.0,7.0,218.0,UCLA,1956-02-08 00:00:00
1573,JOHNSMI01,Mickey,Johnson,F,1974,1985,6.0,10.0,190.0,Aurora,1952-08-31 00:00:00
1574,JOHNSNE01,Neil,Johnson,F,1966,1972,6.0,7.0,220.0,Creighton,1943-04-17 00:00:00
1575,JOHNSOL01,Ollie,Johnson,F,1972,1981,6.0,6.0,200.0,Temple,1949-05-11 00:00:00
1576,JOHNSRE01,Reggie,Johnson,F,1980,1983,6.0,9.0,205.0,Tennessee,1957-06-25 00:00:00
1577,JOHNSRI01,Rich,Johnson,C,1968,1970,6.0,7.0,210.0,Grambling,1946-12-18 00:00:00
1578,JOHNSRO01,Ron,Johnson,F,1960,1960,6.0,8.0,215.0,Minnesota,1938-07-20 00:00:00
1579,JOHNSST01,Steve,Johnson,C,1981,1990,6.0,10.0,235.0,Oregon State,1957-11-03 00:00:00
1580,JOHNSST02,Steffond,Johnson,F,1986,1986,6.0,8.0,240.0,San Diego State,1962-11-04 00:00:00
1581,JOHNSST03,Stew,Johnson,F,1967,1975,6.0,8.0,220.0,Murray State,1944-08-19 00:00:00
1582,JOHNSVI01,Vinnie,Johnson,G,1979,1991,6.0,2.0,200.0,Baylor,1956-09-01 00:00:00
1583,JOHNSKE03,Ken,Johnson,C,2002,2002,6.0,11.0,240.0,Ohio State,1978-02-01 00:00:00
1584,JOHNSLI01,Linton,Johnson,F,2003,2004,6.0,8.0,205.0,Tulane,1980-06-13 00:00:00
1585,JOHNSNA01,Nate,Johnston,C,1989,1989,6.0,8.0,210.0,Tampa,1966-12-18 00:00:00
1586,JOHNSNE02,Neil,Johnston,C,1951,1958,6.0,8.0,210.0,Ohio State,1929-02-04 00:00:00
1587,JOHNSJI01,Jim,Johnstone,C,1982,1982,6.0,11.0,245.0,Wake Forest,1960-09-20 00:00:00
1588,JOLLIHO01,Howie,Jolliff,F,1960,1962,6.0,7.0,218.0,Ohio University,1938-07-20 00:00:00
1589,JONESAL01,Alvin,Jones,F,2001,2001,6.0,11.0,265.0,Georgia Tech,1978-09-09 00:00:00
1590,JONESAN01,Anthony,Jones,G,1986,1989,6.0,6.0,195.0,UNLV,1962-09-13 00:00:00
1591,JONESAS01,Askia,Jones,F,1994,1994,6.0,5.0,200.0,Kansas State,1971-12-03 00:00:00
1592,JONESBI01,Bill,Jones,F,1988,1988,6.0,7.0,175.0,Iowa,1966-03-18 00:00:00
1593,JONESBO01,Bobby,Jones,F,1974,1985,6.0,9.0,210.0,North Carolina  ,1951-12-18 00:00:00
1594,JONESCA01,Caldwell,Jones,C,1973,1989,6.0,11.0,217.0,Albany State (GA),1950-08-04 00:00:00
1595,JONESCH01,Charles,Jones,C,1983,1997,6.0,9.0,215.0,Albany State (GA),1957-04-03 00:00:00
1596,JONESCH02,Charles,Jones,G,1999,1999,6.0,3.0,180.0,LIU,1975-07-17 00:00:00
1597,JONESCH03,Charles,Jones,F,1984,1988,6.0,8.0,215.0,Louisville,1962-01-12 00:00:00
1598,JONESCO01,Collis,Jones,F,1971,1974,6.0,7.0,203.0,Notre Dame,1949-07-03 00:00:00
1599,JONESDA01,Damon,Jones,G,1998,2004,6.0,3.0,185.0,Houston,1976-08-25 00:00:00
1600,JONESDO01,Dontae,Jones,F,1997,1997,6.0,8.0,220.0,Mississippi State,1975-06-02 00:00:00
1601,JONESDW01,Dwight,Jones,F,1973,1982,6.0,10.0,210.0,Houston,1952-02-27 00:00:00
1602,JONESEA01,Earl,Jones,C,1984,1985,7.0,0.0,210.0,District of Columbia,1961-01-13 00:00:00
1603,JONESED01,Eddie,Jones,G,1994,2004,6.0,6.0,190.0,Temple,1971-10-20 00:00:00
1604,JONESED02,Edgar,Jones,F,1980,1985,6.0,10.0,225.0,Nevada-Reno,1956-06-17 00:00:00
1605,JONESJA01,Jake,Jones,G,1971,1971,6.0,3.0,180.0,Assumption,1949-05-09 00:00:00
1606,JONESJI01,Jimmy,Jones,G,1967,1976,6.0,4.0,188.0,Grambling,1945-01-01 00:00:00
1607,JONESJO01,Johnny,Jones,F,1967,1968,6.0,7.0,205.0,Los Angeles State,1943-03-12 00:00:00
1608,JONESJU01,Jumaine,Jones,F,1999,2004,6.0,8.0,218.0,Georgia,1979-02-10 00:00:00
1609,JONESKC01,K.c.,Jones,G,1958,1966,6.0,1.0,200.0,San Francisco,1932-05-25 00:00:00
1610,JONESLA01,Larry,Jones,G,1964,1973,6.0,2.0,180.0,Toledo,1942-09-22 00:00:00
1611,JONESMA01,Major,Jones,F,1979,1984,6.0,9.0,225.0,Albany State (GA),1953-07-09 00:00:00
1612,JONESMA02,Mark,Jones,G,1983,1983,6.0,1.0,175.0,St. Bonaventure,1961-04-10 00:00:00
1613,JONESNI01,Nick,Jones,G,1967,1972,6.0,2.0,190.0,Oregon,1945-03-28 00:00:00
1614,JONESOZ01,Ozell,Jones,C,1984,1985,6.0,11.0,235.0,Cal. State-Fullerton,1960-11-20 00:00:00
1615,JONESPO01,Popeye,Jones,F,1993,2003,6.0,8.0,250.0,Murray State,1970-06-17 00:00:00
1616,JONESRI01,Rich,Jones,F,1969,1976,6.0,6.0,220.0,Memphis State,1946-12-27 00:00:00
1617,JONESRO01,Robin,Jones,C,1976,1977,6.0,9.0,225.0,Saint Louis,1954-02-02 00:00:00
1618,JONESSA01,Sam,Jones,G,1957,1968,6.0,4.0,198.0,North Carolina College,1933-06-24 00:00:00
1619,JONESSH01,Shelton,Jones,F,1988,1988,6.0,9.0,210.0,St. John's,1966-04-06 00:00:00
1620,JONESST01,Steve,Jones,G,1967,1975,6.0,5.0,205.0,Oregon,1942-10-17 00:00:00
1621,JONESWA01,Wali,Jones,G,1964,1975,6.0,2.0,180.0,Villanova,1942-02-14 00:00:00
1622,JONESWA02,Wallace,Jones,F,1949,1951,6.0,4.0,225.0,Kentucky,1926-07-14 00:00:00
1623,JONESWI01,Wil,Jones,F,1969,1977,6.0,8.0,205.0,Albany State (GA),1947-02-27 00:00:00
1624,JONESWI02,Willie,Jones,G,1960,1964,6.0,3.0,185.0,Northwestern,1936-06-29 00:00:00
1625,JONESWI03,Willie,Jones,F,1982,1983,6.0,8.0,190.0,Vanderbilt,1959-09-01 00:00:00
1626,JONESFR01,Fred,Jones,F,2002,2004,6.0,4.0,210.0,Oregon,1979-03-11 00:00:00
1627,JONESJA02,James,Jones,F,2003,2004,6.0,8.0,215.0,Miami (FL),1980-10-04 00:00:00
1628,JONESDA02,Dahntay,Jones,G,2003,2004,6.0,6.0,210.0,Duke,1980-12-27 00:00:00
1629,JONESMA03,Mark,Jones,G,2004,2004,6.0,6.0,215.0,UCF,1975-05-25 00:00:00
1630,JORDAAD01,Adonis,Jordan,G,1993,1998,5.0,11.0,170.0,Kansas,1970-08-21 00:00:00
1631,JORDACH01,Charles,Jordan,F,1975,1975,6.0,8.0,220.0,Canisius,1954-01-31 00:00:00
1632,JORDAED01,Eddie,Jordan,G,1977,1983,6.0,1.0,170.0,Rutgers,1955-01-29 00:00:00
1633,JORDAMI01,Michael,Jordan,G,1984,2002,6.0,6.0,195.0,North Carolina,1963-02-17 00:00:00
1634,JORDARE01,Reggie,Jordan,G,1993,1999,6.0,4.0,195.0,New Mexico State,1968-01-26 00:00:00
1635,JORDATH01,Thomas,Jordan,F,1992,1992,6.0,10.0,220.0,Oklahoma State,1968-05-23 00:00:00
1636,JORDAWA01,Walter,Jordan,F,1980,1980,6.0,7.0,198.0,Purdue,1956-02-19 00:00:00
1637,JORDOPH01,Phil,Jordon,C,1956,1962,6.0,10.0,205.0,Whitworth,1933-09-12 00:00:00
1638,JORGEJO01,Johnny,Jorgensen,G,1947,1948,6.0,2.0,185.0,DePaul,1921-12-28 00:00:00
1639,JORGENO01,Noble,Jorgensen,C,1946,1952,6.0,9.0,228.0,Iowa,1925-05-18 00:00:00
1640,JORGERO01,Roger,Jorgensen,C,1946,1946,6.0,5.0,200.0,Ohio State,1920-09-02 00:00:00
1641,JOSEPGA01,Garth,Joseph,C,2000,2000,7.0,2.0,315.0,St. Rose College (NY),1973-08-08 00:00:00
1642,JOSEPYV01,Yvon,Joseph,F,1985,1985,6.0,11.0,245.0,Georgia Tech,1957-10-31 00:00:00
1643,JOYCEKE01,Kevin,Joyce,G,1973,1975,6.0,3.0,190.0,South Carolina,1951-06-27 00:00:00
1644,JOYNEHA01,Harry,Joyner,F,1968,1968,6.0,5.0,200.0,Indiana,1945-04-26 00:00:00
1645,JUDKIJE01,Jeff,Judkins,G,1978,1982,6.0,6.0,185.0,Utah,1956-03-23 00:00:00
1646,KACHAED01,Edwin,Kachan,G,1948,1948,6.0,2.0,175.0,DePaul,1925-09-15 00:00:00
1647,KAFTAGE01,George,Kaftan,F,1948,1952,6.0,3.0,190.0,Holy Cross,1928-02-22 00:00:00
1648,KALAFED01,Ed,Kalafat,C,1954,1956,6.0,6.0,245.0,Minnesota,1932-10-13 00:00:00
1649,KAMANCH01,Chris,Kaman,C,2003,2004,7.0,0.0,255.0,Central Michigan,1982-04-28 00:00:00
1650,KAPLORA01,Ralph,Kaplowitz,G,1946,1947,6.0,2.0,170.0,NYU,1919-05-18 00:00:00
1651,KAPONJA01,Jason,Kapono,F,2003,2004,6.0,8.0,213.0,UCLA,1981-02-02 00:00:00
1652,KAPPETO01,Tony,Kappen,G,1946,1946,5.0,10.0,165.0,none,1919-04-13 00:00:00
1653,KARLGE01,George,Karl,G,1973,1977,6.0,2.0,185.0,North Carolina,1951-05-12 00:00:00
1654,KASIDED01,Ed,Kasid,G,1946,1946,5.0,11.0,185.0,none,1923-08-13 00:00:00
1655,KASUNMA01,Mario,Kasun,C,2004,2004,7.0,1.0,260.0,UCLA,1980-04-05 00:00:00
1656,KATKALE01,Leo,Katkaveck,G,1948,1949,6.0,0.0,185.0,North Carolina State,1923-04-17 00:00:00
1657,KAUFFBO01,Bob,Kauffman,F,1968,1974,6.0,8.0,240.0,Guilford,1946-07-13 00:00:00
1658,KAUTZWI01,Wilbert,Kautz,G,1946,1946,5.0,11.5,180.0,Loyola (IL),1915-09-07 00:00:00
1659,KEACL01,Clarence,Kea,F,1980,1981,6.0,6.0,218.0,Lamar,1959-02-02 00:00:00
1660,KEARNMI01,Michael,Kearns,G,1954,1954,6.0,2.0,178.0,Princeton,1929-06-18 00:00:00
1661,KEARNTO01,Tommy,Kearns,G,1958,1958,5.0,11.0,185.0,North Carolina,1936-10-06 00:00:00
1662,KEEFEAD01,Adam,Keefe,F,1992,2000,6.0,9.0,230.0,Stanford,1970-02-22 00:00:00
1663,KEELIHA01,Harold,Keeling,G,1985,1985,6.0,4.0,185.0,Santa Clara,1963-09-18 00:00:00
1664,KELLEBI01,Billy,Keller,G,1969,1975,5.0,10.0,177.0,Purdue,1947-08-30 00:00:00
1665,KELLEGA01,Gary,Keller,F,1967,1968,6.0,9.0,220.0,Florida,1944-06-13 00:00:00
1666,KELLEKE01,Ken,Keller,G,1946,1946,6.0,1.0,180.0,St. John's,1922-01-01 00:00:00
1667,KELLERI01,Rich,Kelley,C,1975,1985,7.0,0.0,235.0,Stanford,1953-03-23 00:00:00
1668,KELLOCL01,Clark,Kellogg,F,1982,1986,6.0,7.0,225.0,Ohio State,1961-07-02 00:00:00
1669,KELLYAR01,Arvesta,Kelly,G,1967,1971,6.0,2.0,175.0,Lincoln (MO),1945-11-20 00:00:00
1670,KELLYGE01,Gerard,Kelly,F,1946,1947,6.0,2.0,172.0,John Marshall,1918-06-14 00:00:00
1671,KELLYTO01,Tom,Kelly,G,1948,1948,6.0,0.0,170.0,NYU,1924-03-05 00:00:00
1672,KELSEGR01,Greg,Kelser,F,1979,1984,6.0,7.0,190.0,Michigan State,1957-09-17 00:00:00
1673,KELSOBE01,Ben,Kelso,G,1973,1973,6.0,3.0,195.0,Central Michigan,1949-04-11 00:00:00
1674,KEMPSH01,Shawn,Kemp,F,1989,2002,6.0,10.0,230.0,Trinity Valley CC (DNP),1969-11-26 00:00:00
1675,KEMPTTI01,Tim,Kempton,C,1986,1997,6.0,10.0,245.0,Notre Dame,1964-01-25 00:00:00
1676,KENDRFR01,Frank,Kendrick,F,1974,1974,6.0,6.0,198.0,Purdue,1950-09-11 00:00:00
1677,KENNEEU01,Eugene,Kennedy,F,1976,1976,6.0,5.0,205.0,TCU,1949-08-23 00:00:00
1678,KENNEGO01,Goo,Kennedy,F,1971,1975,6.0,7.0,210.0,UCLA,1945-01-01 00:00:00
1679,KENNEJO01,Joe,Kennedy,F,1968,1970,6.0,6.0,210.0,Duke,1947-01-12 00:00:00
1680,KENNEWI01,William,Kennedy,G,1960,1960,5.0,11.0,180.0,Temple,1938-05-17 00:00:00
1681,KENONLA01,Larry,Kenon,F,1976,1982,6.0,9.0,205.0,Memphis State,1952-12-13 00:00:00
1682,KENVIBI01,Bill,Kenville,G,1953,1959,6.0,2.0,187.0,St. Bonaventure,1930-12-01 00:00:00
1683,KERNEJO01,Jonathan,Kerner,C,1998,1998,6.0,11.0,245.0,East Carolina,1974-06-06 00:00:00
1684,KERRJO01,Johnny,Kerr,C,1954,1965,6.0,9.0,230.0,Illinois,1932-07-17 00:00:00
1685,KERRST01,Steve,Kerr,G,1988,2002,6.0,3.0,175.0,Arizona,1965-09-27 00:00:00
1686,KERRIJA01,Jack,Kerris,F,1949,1952,6.0,6.0,215.0,Loyola (IL),1925-01-30 00:00:00
1687,KERSEJE01,Jerome,Kersey,F,1984,2000,6.0,7.0,215.0,Longwood,1962-06-26 00:00:00
1688,KERWITO01,Tom,Kerwin,F,1967,1967,6.0,7.0,210.0,Centenary,1944-07-07 00:00:00
1689,KESSLAL01,Alec,Kessler,F,1990,1993,6.0,11.0,230.0,Georgia,1967-01-13 00:00:00
1690,KETNELA01,Lari,Ketner,F,1999,2000,6.0,9.0,277.0,Massachusetts,1977-02-01 00:00:00
1691,KEYEJU01,Julius,Keye,F,1969,1974,6.0,10.0,200.0,Alcorn A&M,1946-09-05 00:00:00
1692,KEYSRA01,Randolph,Keys,F,1988,1995,6.0,7.0,195.0,Southern Mississippi,1966-04-19 00:00:00
1693,KHRYAVI01,Viktor,Khryapa,F,2004,2004,6.0,9.0,235.0,UCLA,1982-08-03 00:00:00
1694,KIDDJA01,Jason,Kidd,G,1994,2004,6.0,4.0,205.0,California,1973-03-23 00:00:00
1695,KIDDWA01,Warren,Kidd,F,1993,1993,6.0,9.0,235.0,Middle Tennessee State,1970-09-09 00:00:00
1696,KIFFIIR01,Irv,Kiffin,F,1979,1979,6.0,9.0,225.0,Oklahoma Baptist,1951-08-08 00:00:00
1697,KILEYJA01,Jack,Kiley,G,1951,1952,6.0,1.0,170.0,Syracuse,1929-01-05 00:00:00
1698,KILLUER01,Ernie,Killum,G,1970,1970,6.0,3.0,180.0,Stetson,1948-06-11 00:00:00
1699,KILPACA01,Carl,Kilpatrick,C,1979,1979,6.0,10.0,230.0,Northeast Louisiana,1956-05-16 00:00:00
1700,KIMBATO01,Toby,Kimball,F,1966,1974,6.0,6.0,220.0,Connecticut,1942-09-07 00:00:00
1701,KIMBLBO01,Bo,Kimble,G,1990,1992,6.0,4.0,190.0,Loyola Marymount,1966-04-09 00:00:00
1702,KIMBRST01,Stan,Kimbrough,F,1989,1992,5.0,11.0,153.0,Xavier (OH),1966-04-24 00:00:00
1703,KINCHCH01,Chad,Kinch,G,1980,1980,6.0,4.0,190.0,UNC-Charlotte,1958-05-22 00:00:00
1704,KINGAL01,Albert,King,F,1981,1991,6.0,6.0,190.0,Maryland,1959-12-17 00:00:00
1705,KINGBE01,Bernard,King,F,1977,1992,6.0,7.0,205.0,Tennessee,1956-12-04 00:00:00
1706,KINGCH01,Chris,King,F,1993,1998,6.0,8.0,215.0,Wake Forest,1969-07-24 00:00:00
1707,KINGDA01,Dan,King,F,1954,1954,6.0,6.0,220.0,Western Kentucky,1931-01-07 00:00:00
1708,KINGFR01,Frankie,King,G,1995,1996,6.0,1.0,185.0,Western Carolina,1972-06-06 00:00:00
1709,KINGGE01,George,King,G,1951,1957,6.0,0.0,175.0,Morris-Harvey,1928-08-16 00:00:00
1710,KINGGE03,Gerard,King,F,1998,2000,6.0,9.0,230.0,Nicholls State,1972-11-25 00:00:00
1711,KINGJI01,Jim,King,G,1963,1972,6.0,2.0,175.0,Tulsa,1941-02-07 00:00:00
1712,KINGJI02,Jimmy,King,G,1995,1996,6.0,5.0,210.0,Michigan,1973-08-09 00:00:00
1713,KINGLO01,Loyd,King,G,1971,1972,6.0,2.0,180.0,Virginia Tech,1949-05-29 00:00:00
1714,KINGMA01,Maury,King,G,1959,1962,6.0,2.0,195.0,Kansas,1935-03-12 00:00:00
1715,KINGRE01,Reggie,King,F,1979,1984,6.0,6.0,225.0,Alabama,1957-02-14 00:00:00
1716,KINGRI01,Rich,King,C,1991,1994,7.0,2.0,260.0,Nebraska,1969-04-04 00:00:00
1717,KINGRO01,Ron,King,G,1973,1973,6.0,4.0,185.0,Florida State,1951-07-11 00:00:00
1718,KINGST01,Stacey,King,C,1989,1996,6.0,11.0,230.0,Oklahoma,1967-01-29 00:00:00
1719,KINGTO01,Tom,King,G,1946,1946,6.0,0.0,165.0,Michigan,1924-03-09 00:00:00
1720,KINNEBO01,Bob,Kinney,C,1948,1949,6.0,6.0,215.0,Rice,1920-09-16 00:00:00
1721,KIRILAN01,Andrei,Kirilenko,F,2001,2004,6.0,9.0,210.0,None,1981-02-18 00:00:00
1722,KIRKWA01,Walt,Kirk,G,1948,1951,6.0,3.0,173.0,Illinois,1924-09-03 00:00:00
1723,KIRKLWI01,Wilbur,Kirkland,F,1969,1969,6.0,8.0,190.0,Cheyney State,1947-06-14 00:00:00
1724,KRISSJI01,Jim,Kissane,F,1968,1968,6.0,7.0,210.0,Boston College,1946-08-17 00:00:00
1725,KISTLDO01,Doug,Kistler,F,1961,1961,6.0,9.0,210.0,Duke,1938-03-21 00:00:00
1726,KITCHCU01,Curtis,Kitchen,F,1986,1986,6.0,9.0,235.0,South Florida,1964-01-30 00:00:00
1727,KITEGR01,Greg,Kite,C,1983,1994,6.0,11.0,250.0,Brigham Young,1961-08-05 00:00:00
1728,KITTLKE01,Kerry,Kittles,G,1996,2004,6.0,5.0,179.0,Villanova,1974-06-12 00:00:00
1729,KLEINJO01,Joe,Kleine,C,1985,1999,6.0,11.0,255.0,Arkansas,1962-01-04 00:00:00
1730,KLIERLE01,Leo,Klier,G,1948,1949,6.0,2.0,170.0,Notre Dame,1923-05-21 00:00:00
1731,KLOTZHE01,Herm,Klotz,G,1947,1947,5.0,7.0,150.0,Villanova,1921-10-21 00:00:00
1732,KLUEHDU01,Duane,Klueh,G,1949,1950,6.0,3.0,175.0,Indiana State,1926-01-06 00:00:00
1733,KLUTTLO01,Lonnie,Kluttz,F,1970,1970,6.0,7.0,220.0,North Carolina A&T,1945-09-17 00:00:00
1734,KNIGHBI01,Billy,Knight,F,1974,1984,6.0,6.0,195.0,Pittsburgh,1952-06-09 00:00:00
1735,KNIGHBO01,Bob,Knight,G,1954,1954,6.0,2.0,185.0,none,1931-01-01 00:00:00
1736,KNIGHBR01,Brevin,Knight,G,1997,2004,5.0,10.0,173.0,Stanford,1975-11-08 00:00:00
1737,KNIGHNE01,Negele,Knight,G,1990,1998,6.0,1.0,175.0,Dayton,1967-03-06 00:00:00
1738,KNIGHRO01,Ron,Knight,F,1970,1971,6.0,7.0,215.0,Los Angeles State,1947-08-04 00:00:00
1739,KNIGHTO01,Toby,Knight,F,1977,1981,6.0,9.0,210.0,Notre Dame,1955-05-03 00:00:00
1740,KNIGHTR01,Travis,Knight,C,1996,2002,7.0,0.0,235.0,Connecticut,1974-09-13 00:00:00
1741,KNIGHBR02,Brandin,Knight,G,2004,2004,6.0,0.0,180.0,Pittsburgh,1981-12-16 00:00:00
1742,KNORELE01,Lee,Knorek,C,1946,1949,6.0,7.0,215.0,Detroit,1921-07-15 00:00:00
1743,KNOSTDI01,Dick,Knostman,C,1953,1953,6.0,6.0,215.0,Kansas State,1931-08-09 00:00:00
1744,KNOWLRO01,Rod,Knowles,C,1968,1968,6.0,9.0,215.0,Davidson,1946-02-27 00:00:00
1745,KOFOEBA01,Bart,Kofoed,F,1987,1992,6.0,4.0,210.0,Kearney State,1964-03-24 00:00:00
1746,KOJISDO01,Don,Kojis,F,1963,1974,6.0,3.0,202.0,Marquette,1939-07-15 00:00:00
1747,KOMENMI01,Milo,Komenich,C,1949,1949,6.0,7.0,212.0,Wyoming,1920-06-22 00:00:00
1748,KOMIVHO01,Howard,Komives,G,1964,1973,6.0,1.0,185.0,Bowling Green,1941-05-09 00:00:00
1749,KONCAJO01,Jon,Koncak,C,1985,1995,7.0,0.0,250.0,SMU,1963-05-17 00:00:00
1750,KONDLTO01,Tom,Kondla,C,1968,1968,6.0,8.0,225.0,Minnesota,1946-11-30 00:00:00
1751,KOPERBU01,Bud,Koper,G,1964,1964,6.0,6.0,210.0,Oklahoma City,1942-08-09 00:00:00
1752,KOPICJO01,Joe,Kopicki,F,1982,1984,6.0,9.0,240.0,Detroit,1960-06-12 00:00:00
1753,KORNEFR01,Frank,Kornet,F,1989,1990,6.0,9.0,225.0,Vanderbilt,1967-01-27 00:00:00
1754,KORVEKY01,Kyle,Korver,F,2003,2004,6.0,7.0,210.0,Creighton,1981-03-17 00:00:00
1755,KOSKITO01,Tony,Koski,F,1968,1968,6.0,8.0,215.0,Providence,1946-06-26 00:00:00
1756,KOSMALE01,Len,Kosmalski,C,1974,1975,6.0,11.5,245.0,Tennessee,1951-11-29 00:00:00
1757,KOSTEAN01,Andy,Kostecka,F,1948,1948,6.0,3.0,203.0,Georgetown,1921-02-10 00:00:00
1758,KOTTMHA01,Harold,Kottman,C,1946,1946,6.0,8.0,220.0,Culver Stockton,1922-08-22 00:00:00
1759,KOZELTO01,Tom,Kozelko,F,1973,1975,6.0,8.0,220.0,Toledo,1951-07-01 00:00:00
1760,KOZLIRO01,Ron,Kozlicki,F,1967,1967,6.0,7.0,215.0,Northwestern,1944-12-12 00:00:00
1761,KRAMEAR01,Arvid,Kramer,C,1979,1979,6.0,9.0,220.0,Augustana (SD),1956-10-02 00:00:00
1762,KRAMEBA01,Barry,Kramer,F,1964,1969,6.0,4.0,200.0,NYU,1942-11-10 00:00:00
1763,KRAMEJO01,Joel,Kramer,F,1978,1982,6.0,7.0,203.0,San Diego State,1955-11-30 00:00:00
1764,KRAMEST01,Steve,Kramer,G,1967,1969,6.0,5.0,200.0,Brigham Young,1945-01-01 00:00:00
1765,KRAUSDA01,Dan,Kraus,G,1948,1948,6.0,0.0,195.0,Georgetown,1923-02-13 00:00:00
1766,KRAUTHE01,Herb,Krautblatt,G,1948,1948,6.0,1.0,190.0,Rider,1926-11-19 00:00:00
1767,KREBSJI01,Jim,Krebs,C,1957,1963,6.0,8.0,230.0,SMU,1935-09-08 00:00:00
1768,KREKLWA01,Wayne,Kreklow,G,1980,1980,6.0,4.0,175.0,Drake,1957-01-04 00:00:00
1769,KRONTO01,Tom,Kron,G,1966,1969,6.0,5.0,200.0,Kentucky,1943-02-28 00:00:00
1770,KROPPTO01,Tom,Kropp,G,1975,1976,6.0,3.0,205.0,Kearney State,1953-02-12 00:00:00
1771,KRSTINE01,Nenad,Krstic,C,2004,2004,6.0,11.0,240.0,UCLA,1983-07-25 00:00:00
1772,KRYSTLA01,Larry,Krystkowiak,F,1986,1996,6.0,9.0,220.0,Montana,1964-09-23 00:00:00
1773,KUBERST01,Steve,Kuberski,F,1969,1977,6.0,8.0,215.0,Bradley,1947-11-06 00:00:00
1774,KUBIALE01,Leo,Kubiak,G,1949,1949,5.0,11.0,160.0,Bowling Green,1927-12-25 00:00:00
1775,KUCZEBR01,Bruce,Kuczenski,F,1983,1983,6.0,10.0,230.0,Connecticut,1961-02-03 00:00:00
1776,KUDELFR01,Frank,Kudelka,G,1949,1952,6.0,2.0,193.0,St. Mary's (CA),1925-06-25 00:00:00
1777,KUESTJO01,John,Kuester,G,1977,1979,6.0,2.0,180.0,North Carolina   ,1955-02-06 00:00:00
1778,KUKARA01,Ray,Kuka,F,1947,1948,6.0,3.0,200.0,Notre Dame,1922-02-17 00:00:00
1779,KUKOCTO01,Toni,Kukoc,F,1993,2004,6.0,10.0,192.0,none,1968-09-18 00:00:00
1780,KUNNEKE01,Kevin,Kunnert,C,1973,1981,7.0,0.0,230.0,Iowa,1951-11-11 00:00:00
1781,KUNZETE01,Terry,Kunze,G,1967,1967,6.0,4.0,210.0,Minnesota,1943-03-11 00:00:00
1782,KUPCHMI01,Mitch,Kupchak,F,1976,1985,6.0,9.0,230.0,North,1954-05-24 00:00:00
1783,KUPECCH01,Charles,Kupec,C,1975,1977,6.0,6.0,220.0,Michigan,1953-01-16 00:00:00
1784,KUTLUIB01,Ibrahim,Kutluay,F,2004,2004,6.0,6.0,200.0,UCLA,1974-07-01 00:00:00
1785,LACEFRE01,Reggie,Lacefield,F,1968,1968,6.0,5.0,230.0,Western Michigan,1945-04-10 00:00:00
1786,LACEYSA01,Sam,Lacey,C,1970,1982,6.0,10.0,235.0,New Mexico State,1948-03-28 00:00:00
1787,LACKEBO01,Bob,Lackey,G,1972,1973,6.0,5.0,200.0,Marquette,1949-04-04 00:00:00
1788,LACOUFR01,Fred,Lacour,G,1960,1962,6.0,5.0,210.0,San Francisco,1938-02-07 00:00:00
1789,LACYED01,Edgar,Lacy,F,1968,1968,6.0,6.0,190.0,UCLA,1944-08-02 00:00:00
1790,LADNEWE01,Wendell,Ladner,F,1970,1974,6.0,5.0,220.0,Southern Mississippi,1948-10-06 00:00:00
1791,LAETTCH01,Christian,Laettner,F,1992,2004,6.0,11.0,235.0,Duke,1969-08-17 00:00:00
1792,LAFRERA01,Raef,Lafrentz,C,1998,2004,6.0,11.0,240.0,Kansas,1976-05-29 00:00:00
1793,LAGARTO01,Tom,Lagarde,C,1977,1984,6.0,10.0,220.0,North Carolina   ,1955-02-10 00:00:00
1794,LAIMBBI01,Bill,Laimbeer,C,1980,1993,6.0,11.0,245.0,Notre Dame,1957-05-19 00:00:00
1795,LALICPE01,Pete,Lalich,F,1946,1946,6.0,2.0,190.0,Ohio University,1920-06-23 00:00:00
1796,LAMARBO01,Bo,Lamar,G,1973,1976,6.0,1.0,180.0,SW Louisiana,1951-04-07 00:00:00
1797,LAMBEJO01,John,Lambert,C,1975,1981,6.0,10.0,225.0,USC,1953-01-14 00:00:00
1798,LAMPJE01,Jeff,Lamp,G,1981,1988,6.0,6.0,195.0,Virginia,1959-03-09 00:00:00
1799,LAMPEMA01,Maciej,Lampe,F,2003,2004,6.0,11.0,240.0,UCLA,1985-02-05 00:00:00
1800,LAMPLJI01,Jim,Lampley,F,1986,1986,6.0,10.0,230.0,Arkansas-Little Rock,1960-07-02 00:00:00
1801,LAMPLSE01,Sean,Lampley,F,2002,2003,6.0,7.0,227.0,California,1979-09-03 00:00:00
1802,LANDSMA01,Mark,Landsberger,F,1977,1983,6.0,8.0,215.0,Arizona State,1955-05-21 00:00:00
1803,LANEJE01,Jerome,Lane,F,1988,1992,6.0,6.0,230.0,Pittsburgh,1966-12-04 00:00:00
1804,LANGAN01,Andrew,Lang,C,1988,1999,6.0,11.0,245.0,Arkansas,1966-06-28 00:00:00
1805,LANGAN02,Antonio,Lang,F,1994,1999,6.0,8.0,205.0,Duke,1972-05-15 00:00:00
